Ticker,Company,Sector,Industry,Country,Volume,Price,stak score
CSWC,Capital Southwest Corporation,Financial,Asset Management,USA,63698,21.56,0.395
CSWI,"CSW Industrials, Inc.",Industrial Goods,Diversified Machinery,USA,87131,67.74,0.05
CSX,CSX Corporation,Services,Railroads,USA,5102859,79.05,0.187
CTAC,ChaSerg Technology Acquisition Corp.,Conglomerates,Conglomerates,USA,412,10.02,0.732
CTACU,ChaSerg Technology Acquisition Corp.,Conglomerates,Conglomerates,USA,0,10.45,-0.243
CTAS,Cintas Corporation,Services,Business Services,USA,813725,232.63,0.05
CTB,Cooper Tire & Rubber Company,Consumer Goods,Rubber & Plastics,USA,275147,30.98,-0.7440000000000001
CTBB,Qwest Corp. NT,Financial,Exchange Traded Fund,USA,77064,22.97,0.11199999999999999
CTBI,"Community Trust Bancorp, Inc.",Financial,Regional - Southeast Banks,USA,18985,40.55,0.41600000000000004
CTDD,Qwest Corp. 6.75% NT 57,Financial,Exchange Traded Fund,USA,69385,23.94,0.301
CTEK,"CynergisTek, Inc.",Industrial Goods,Diversified Machinery,China,15145,4.93,0.429
CTG,"Computer Task Group, Incorporated",Technology,Information Technology Services,USA,31098,4.09,-0.162
CTHR,"Charles & Colvard, Ltd.",Services,Jewelry Stores,USA,320109,1.54,-0.016
CTIB,CTI Industries Corporation,Consumer Goods,Rubber & Plastics,USA,6384,3.08,-0.505
CTIC,CTI BioPharma Corp.,Healthcare,Biotechnology,USA,293404,0.97,-0.22899999999999998
CTK,CooTek (Cayman) Inc.,Technology,Application Software,China,141571,9.64,0.272
CTL,"CenturyLink, Inc.",Technology,Telecom Services - Domestic,USA,9395000,11.35,-0.475
CTLT,"Catalent, Inc.",Healthcare,Drugs - Generic,USA,525304,50.28,-0.405
CTMX,"CytomX Therapeutics, Inc.",Healthcare,Biotechnology,USA,221290,10.82,0.513
CTO,Consolidated-Tomoka Land Co.,Financial,Real Estate Development,USA,14800,59.09,0.446
CTR,ClearBridge Energy MLP Total Return Fund Inc.,Financial,Closed-End Fund - Equity,USA,51217,9.3,0.23
CTRC,Centric Brands Inc.,Consumer Goods,Textile - Apparel Clothing,USA,27775,4.25,0.161
CTRE,"CareTrust REIT, Inc.",Financial,REIT - Healthcare Facilities,USA,567518,25.01,0.33399999999999996
CTRL,Control4 Corporation,Technology,Diversified Electronics,USA,239783,23.71,0.08900000000000001
CTRM,Castor Maritime Inc.,Services,Shipping,Cyprus,59755,4.25,0.102
CTRN,"Citi Trends, Inc.",Services,Apparel Stores,USA,79784,14.48,-0.084
CTRP,"Ctrip.com International, Ltd.",Services,Lodging,China,4793673,36.48,-0.486
CTRV,"ContraVir Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,1403670,4.29,-0.529
CTS,CTS Corporation,Technology,Diversified Electronics,USA,82183,28.35,-0.032
CTSH,Cognizant Technology Solutions Corporation,Technology,Information Technology Services,USA,8710992,64.17,-0.174
CTSO,Cytosorbents Corporation,Healthcare,Medical Laboratories & Research,USA,71941,6.58,0.133
CTST,CannTrust Holdings Inc.,Healthcare,Drugs - Generic,Canada,2556729,5.21,0.59
CTT,"CatchMark Timber Trust, Inc.",Industrial Goods,"Lumber, Wood Production",USA,145926,10.59,-0.475
CTV,Qwest Corp. NT 10/01/54,Financial,Exchange Traded Fund,USA,52506,25.4,0.01
CTVA,"Corteva, Inc.",Basic Materials,Agricultural Chemicals,USA,7528924,27.16,0.433
CTWS,"Connecticut Water Service, Inc.",Utilities,Water Utilities,USA,15419,69.16,-0.077
CTXR,"Citius Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,86181,1.1,0.06
CTXS,"Citrix Systems, Inc.",Technology,Business Software & Services,USA,1987865,99.38,-0.266
CTZ,Qwest Corp. NT,Financial,Exchange Traded Fund,USA,34660,24.7,-0.797
CUB,Cubic Corporation,Technology,Scientific & Technical Instruments,USA,146583,61.9,0.24600000000000002
CUBA,The Herzfeld Caribbean Basin Fund Inc.,Financial,Closed-End Fund - Equity,USA,4541,6.28,0.48
CUBE,CubeSmart,Financial,REIT - Industrial,USA,1469764,34.49,0.057999999999999996
CUBI,"Customers Bancorp, Inc.",Financial,Regional - Northeast Banks,USA,104534,20.18,-0.465
CUE,"Cue Biopharma, Inc.",Healthcare,Biotechnology,USA,560916,7.42,0.354
CUI,"CUI Global, Inc.",Industrial Goods,Industrial Electrical Equipment,USA,104069,0.92,0.267
CUK,Carnival plc,Services,General Entertainment,United Kingdom,1511123,47.23,0.297
CULP,"Culp, Inc.",Industrial Goods,Textile Industrial,USA,22578,18.36,0.5
CUO,Continental Materials Corporation,Industrial Goods,Diversified Machinery,USA,0,16.49,0.084
CUR,"Neuralstem, Inc.",Healthcare,Biotechnology,USA,36572,0.36,0.38
CURE,Direxion Daily Healthcare Bull 3X Shares,Financial,Exchange Traded Fund,USA,127653,57.52,-0.158
CURO,CURO Group Holdings Corp.,Financial,Credit Services,USA,180218,10.06,0.019
CUT,Invesco MSCI Global Timber ETF,Financial,Exchange Traded Fund,USA,18860,26.66,0.114
CUTR,"Cutera, Inc.",Healthcare,Medical Appliances & Equipment,USA,73567,20.33,-0.5660000000000001
CUZ,Cousins Properties Incorporated,Financial,REIT - Diversified,USA,2304751,38.95,0.391
CVA,Covanta Holding Corporation,Industrial Goods,Waste Management,USA,507683,18.23,-0.431
CVBF,CVB Financial Corp.,Financial,Regional - Pacific Banks,USA,493266,21.51,-0.287
CVCO,"Cavco Industries, Inc.",Industrial Goods,Residential Construction,USA,131277,163.32,-0.091
CVCY,Central Valley Community Bancorp,Financial,Regional - Pacific Banks,USA,4489,19.84,0.259
CVE,Cenovus Energy Inc.,Basic Materials,Oil & Gas Drilling & Exploration,Canada,4187070,8.98,0.728
CVEO,Civeo Corporation,Services,Business Services,USA,283378,1.54,0.187
CVET,"Covetrus, Inc.",Technology,Healthcare Information Services,USA,1231488,24.74,-0.092
CVGI,"Commercial Vehicle Group, Inc.",Services,Auto Parts Wholesale,USA,278967,7.18,-0.036000000000000004
CVGW,"Calavo Growers, Inc.",Consumer Goods,Farm Products,USA,183332,97.87,0.153
CVI,"CVR Energy, Inc.",Basic Materials,Oil & Gas Refining & Marketing,USA,662001,47.87,-0.271
CVIA,Covia Holdings Corporation,Basic Materials,Industrial Metals & Minerals,USA,895921,2.22,0.281
CVLT,"Commvault Systems, Inc.",Technology,Application Software,USA,373020,48.55,-0.769
CVLY,"Codorus Valley Bancorp, Inc.",Financial,Regional - Northeast Banks,USA,15602,21.51,0.14400000000000002
CVM,CEL-SCI Corporation,Healthcare,Biotechnology,USA,1207396,7.54,0.35200000000000004
CVNA,Carvana Co.,Services,Auto Dealerships,USA,1315258,66.9,0.047
CVR,Chicago Rivet & Machine Co.,Industrial Goods,Machine Tools & Accessories,USA,289,29.8,-0.289
CVRS,"Corindus Vascular Robotics, Inc.",Healthcare,Medical Appliances & Equipment,USA,1288650,3.0,0.226
CVS,CVS Health Corporation,Healthcare,Health Care Plans,USA,13247849,53.87,0.102
CVTI,"Covenant Transportation Group, Inc.",Services,Trucking,USA,99528,14.25,-0.42700000000000005
CVU,"CPI Aerostructures, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,36599,7.92,-0.39399999999999996
CVV,CVD Equipment Corporation,Industrial Goods,Diversified Machinery,USA,8915,3.71,-0.648
CVX,Chevron Corporation,Basic Materials,Major Integrated Oil & Gas,USA,7654469,124.28,-0.292
CVY,Invesco Zacks Multi-Asset Income ETF,Financial,Exchange Traded Fund,USA,65659,22.1,-0.524
CW,Curtiss-Wright Corporation,Industrial Goods,Diversified Machinery,USA,223306,121.09,0.034
CWAI,CWA Income ETF,Financial,Exchange Traded Fund,USA,154,26.13,0.015
CWB,SPDR Bloomberg Barclays Convertible Securities ETF,Financial,Exchange Traded Fund,USA,647306,52.86,-0.925
CWBC,Community West Bancshares,Financial,Regional - Pacific Banks,USA,863,9.69,-0.205
CWBR,"CohBar, Inc.",Healthcare,Biotechnology,USA,116479,1.72,-0.239
CWCO,Consolidated Water Co. Ltd.,Utilities,Water Utilities,Cayman Islands,21404,14.13,0.618
CWEB,Direxion Daily CSI China Internet Bull 2X Shares,Financial,Exchange Traded Fund,USA,77473,23.98,0.175
CWEN,"Clearway Energy, Inc.",Utilities,Electric Utilities,USA,498090,17.0,0.133
CWEN-A,"Clearway Energy, Inc.",Utilities,Electric Utilities,USA,234169,16.26,0.33299999999999996
CWH,"Camping World Holdings, Inc.",Financial,REIT - Office,USA,505175,12.24,-0.34
CWI,SPDR MSCI ACWI ex-US ETF,Financial,Exchange Traded Fund,USA,124512,36.71,0.526
CWK,Cushman & Wakefield plc,Financial,Property Management,USA,1069311,18.39,-0.73
CWS,AdvisorShares Focused Equity ETF,Financial,Exchange Traded Fund,China,1435,34.72,0.29
CWST,"Casella Waste Systems, Inc.",Industrial Goods,Waste Management,USA,290054,41.11,-0.145
CWT,California Water Service Group,Utilities,Water Utilities,USA,136040,50.32,0.529
CX,"CEMEX, S.A.B. de C.V.",Industrial Goods,Cement,Mexico,4483259,4.13,-0.285
CXDC,China XD Plastics Company Limited,Consumer Goods,Rubber & Plastics,China,12533,2.14,0.363
CXE,MFS High Income Municipal Trust,Financial,Closed-End Fund - Debt,USA,81073,5.18,-0.425
CXH,MFS Investment Grade Municipal Trust,Financial,Closed-End Fund - Debt,USA,1290,9.57,0.134
CXO,Concho Resources Inc.,Basic Materials,Oil & Gas Drilling & Exploration,USA,2210586,104.97,0.591
CXP,"Columbia Property Trust, Inc.",Financial,REIT - Office,USA,916351,22.44,0.098
CXSE,WisdomTree China ex-State-Owned Enterprises Fund,Financial,Exchange Traded Fund,USA,10705,74.12,0.23600000000000002
CXW,"CoreCivic, Inc.",Financial,REIT - Diversified,USA,303828,23.8,0.193
CY,Cypress Semiconductor Corporation,Technology,Semiconductor - Broad Line,USA,9624631,22.3,-0.028999999999999998
CYAD,Celyad SA,Healthcare,Biotechnology,Belgium,13284,12.41,0.107
CYAN,Cyanotech Corporation,Healthcare,Biotechnology,USA,261,3.12,0.3
CYB,WisdomTree Chinese Yuan Strategy Fund,Financial,Exchange Traded Fund,USA,2752,25.71,0.1
CYBE,CyberOptics Corporation,Technology,Scientific & Technical Instruments,USA,18126,16.68,-0.41600000000000004
CYBR,CyberArk Software Ltd.,Technology,Business Software & Services,Israel,685348,131.46,-0.146
CYCC,"Cyclacel Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,82312,0.56,-0.242
CYCN,"Cyclerion Therapeutics, Inc.",Healthcare,Biotechnology,USA,146169,11.69,-0.634
CYD,China Yuchai International Limited,Industrial Goods,Diversified Machinery,Singapore,33864,14.12,0.634
CYH,"Community Health Systems, Inc.",Healthcare,Hospitals,USA,3032203,2.5,-0.932
CYOU,Changyou.com Limited,Technology,Multimedia & Graphics Software,China,165951,10.46,0.307
CYRN,CYREN Ltd.,Technology,Security Software & Services,USA,12682,1.62,0.25
CYRX,"Cryoport, Inc.",Consumer Goods,Packaging & Containers,USA,1933761,17.73,0.256
CYTK,"Cytokinetics, Incorporated",Healthcare,Biotechnology,USA,369107,11.14,-0.201
CYTR,CytRx Corporation,Healthcare,Biotechnology,USA,63226,0.36,0.575
CYTX,"Cytori Therapeutics, Inc.",Healthcare,Biotechnology,USA,476296,0.24,0.068
CZA,Invesco Zacks Mid-Cap ETF,Financial,Exchange Traded Fund,USA,18260,71.53,0.33399999999999996
CZFC,Citizens First Corporation,Financial,Regional - Southeast Banks,USA,2050,25.29,-0.45399999999999996
CZNC,Citizens & Northern Corporation,Financial,Regional - Mid-Atlantic Banks,USA,8345,25.76,0.037000000000000005
CZR,Caesars Entertainment Corporation,Services,Resorts & Casinos,USA,7804943,10.05,-0.825
CZWI,"Citizens Community Bancorp, Inc.",Financial,Regional - Midwest Banks,USA,20629,11.25,0.723
CZZ,Cosan Limited,Utilities,Diversified Utilities,Brazil,344242,13.22,-0.17600000000000002
D,"Dominion Energy, Inc.",Utilities,Electric Utilities,USA,3315056,77.41,0.013999999999999999
DAC,Danaos Corporation,Services,Shipping,Greece,12621,8.75,-0.5720000000000001
DAIO,Data I/O Corporation,Technology,Diversified Electronics,USA,4571,4.7,-0.27
DAKT,"Daktronics, Inc.",Technology,Computer Based Systems,USA,146174,6.26,0.084
DAL,"Delta Air Lines, Inc.",Services,Major Airlines,USA,4901944,55.97,-0.146
DALI,First Trust Dorsey Wright DALI 1 ETF,Financial,Exchange Traded Fund,USA,60648,20.49,-0.225
DAN,Dana Incorporated,Consumer Goods,Auto Parts,USA,2474495,17.87,0.128
DAR,Darling Ingredients Inc.,Industrial Goods,Waste Management,USA,1019924,20.38,0.46
DARE,"Dare Bioscience, Inc.",Healthcare,Biotechnology,USA,205138,0.84,-0.503
DATA,"Tableau Software, Inc.",Technology,Application Software,USA,2210635,171.89,0.079
DAUD,Citigroup ETNs linked to the VelocityShares Daily 4X Long USD vs. AUD Index,Financial,Exchange Traded Fund,USA,0,33.98,-0.506
DAVA,Endava plc,Technology,Business Software & Services,United Kingdom,105555,36.9,0.452
DAVE,"Famous Dave's of America, Inc.",Services,Restaurants,USA,36422,4.16,0.391
DAX,Global X DAX Germany ETF,Financial,Exchange Traded Fund,USA,2830,27.16,0.18
DB,Deutsche Bank Aktiengesellschaft,Financial,Foreign Regional Banks,Germany,5568692,7.17,0.076
DBA,Invesco DB Agriculture Fund,Financial,Exchange Traded Fund,USA,244771,16.76,-0.377
DBAW,Xtrackers MSCI All World ex U.S. Hedged Equity ETF,Financial,Exchange Traded Fund,USA,3042,27.89,0.6559999999999999
DBB,Invesco DB Base Metals Fund,Financial,Exchange Traded Fund,USA,1517306,15.34,-0.355
DBC,Invesco DB Commodity Index Tracking Fund,Financial,Exchange Traded Fund,USA,1277946,15.66,0.299
DBD,"Diebold Nixdorf, Incorporated",Technology,Diversified Computer Systems,USA,819086,9.53,0.48
DBE,Invesco DB Energy Fund,Financial,Exchange Traded Fund,USA,26683,13.95,-0.363
DBEF,Xtrackers MSCI EAFE Hedged Equity ETF,Financial,Exchange Traded Fund,USA,358067,32.34,-0.124
DBEM,Xtrackers MSCI Emerging Markets Hedged Equity ETF,Financial,Exchange Traded Fund,USA,10585,22.6,-0.07400000000000001
DBEU,Xtrackers MSCI Europe Hedged Equity ETF,Financial,Exchange Traded Fund,USA,209918,29.78,0.075
DBEZ,Xtrackers MSCI Eurozone Hedged Equity ETF,Financial,Exchange Traded Fund,USA,7418,31.38,0.069
DBGR,Xtrackers MSCI Germany Hedged Equity ETF,Financial,Exchange Traded Fund,USA,1864,27.02,0.07200000000000001
DBI,Designer Brands Inc.,Services,Apparel Stores,USA,1481134,18.16,0.66
DBJP,Xtrackers MSCI Japan Hedged Equity ETF,Financial,Exchange Traded Fund,USA,138255,39.25,0.74
DBKO,Xtrackers MSCI South Korea Hedged Equity ETF,Financial,Exchange Traded Fund,USA,503,26.98,-0.12300000000000001
DBL,DoubleLine Opportunistic Credit Fund,Financial,Closed-End Fund - Debt,USA,32721,20.76,-0.16399999999999998
DBLV,AdvisorShares DoubleLine Value Equity ETF,Financial,Exchange Traded Fund,USA,1422,68.62,-0.501
DBO,Invesco DB Oil Fund,Financial,Exchange Traded Fund,USA,509170,9.93,0.625
DBP,Invesco DB Precious Metals Fund,Financial,Exchange Traded Fund,USA,18821,38.4,0.147
DBS,Invesco DB Silver Fund,Financial,Exchange Traded Fund,USA,136,22.62,-0.672
DBV,Invesco DB G10 Currency Harvest Fund,Financial,Exchange Traded Fund,USA,314,24.1,0.264
DBVT,DBV Technologies S.A.,Healthcare,Biotechnology,France,203222,8.41,0.483
DBX,"Dropbox, Inc.",Technology,Application Software,USA,5740183,24.52,0.092
DCAR,"DropCar, Inc.",Technology,Application Software,USA,103691,1.12,-0.221
DCI,"Donaldson Company, Inc.",Industrial Goods,Diversified Machinery,USA,295653,50.38,-0.306
DCIX,Performance Shipping Inc.,Services,Shipping,Greece,119286,0.94,0.353
DCO,Ducommun Incorporated,Industrial Goods,Aerospace/Defense Products & Services,USA,141220,44.97,-0.035
DCOM,"Dime Community Bancshares, Inc.",Financial,Savings & Loans,USA,118906,18.43,0.006999999999999999
DCP,"DCP Midstream, LP",Basic Materials,Oil & Gas Pipelines,USA,982009,28.97,0.175
DCPH,"Deciphera Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,174436,25.0,0.193
DCUD,"Dominion Energy, Inc. UT SER A 081519",Utilities,Diversified Utilities,USA,305649,50.03,-0.292
DD,"DuPont de Nemours, Inc.",Basic Materials,Chemicals - Major Diversified,USA,4450895,74.98,0.521
DDD,3D Systems Corporation,Technology,Computer Peripherals,USA,889498,8.46,-0.052000000000000005
DDF,"Delaware Investments Dividend and Income Fund, Inc.",Financial,Closed-End Fund - Equity,USA,22311,13.9,-0.111
DDG,ProShares Short Oil & Gas,Financial,Exchange Traded Fund,USA,5388,24.76,0.149
DDIV,First Trust Dorsey Wright Momentum & Dividend ETF,Financial,Exchange Traded Fund,USA,8046,25.23,-0.698
DDLS,WisdomTree Dynamic Currency Hedged International SmallCap Equity Fund,Financial,Exchange Traded Fund,USA,9389,30.4,-0.184
DDM,ProShares Ultra Dow30,Financial,Exchange Traded Fund,USA,568106,49.31,-0.127
DDMX,DD3 Acquisition Corp.,Conglomerates,Conglomerates,Mexico,2000,9.99,-0.016
DDS,"Dillard's, Inc.",Services,Department Stores,USA,264332,59.56,-0.629
DDWM,WisdomTree Dynamic Currency Hedged International Equity Fund,Financial,Exchange Traded Fund,USA,31782,29.4,-0.446
DE,Deere & Company,Industrial Goods,Farm & Construction Machinery,USA,1945035,162.76,-0.695
DEA,"Easterly Government Properties, Inc.",Financial,REIT - Office,USA,1202161,18.63,0.11900000000000001
DECK,Deckers Outdoor Corporation,Consumer Goods,Textile - Apparel Footwear & Accessories,USA,405959,174.05,0.409
DEEF,Xtrackers FTSE Developed ex US Comprehensive Factor ETF,Financial,Exchange Traded Fund,USA,3020,27.96,-0.311
DEF,Invesco Defensive Equity ETF,Financial,Exchange Traded Fund,USA,9560,53.25,0.095
DEFA,iShares Adaptive Currency Hedged MSCI EAFE ETF,Financial,Exchange Traded Fund,USA,0,28.1,0.068
DEI,"Douglas Emmett, Inc.",Financial,REIT - Diversified,USA,608425,42.0,-0.259
DELL,Dell Technologies Inc.,Technology,Personal Computers,USA,2503447,54.41,-0.168
DEM,WisdomTree Emerging Markets High Dividend Fund,Financial,Exchange Traded Fund,USA,178640,45.22,0.026000000000000002
DEMG,Xtrackers FTSE Emerging Comprehensive Factor ETF,Financial,Exchange Traded Fund,USA,178,24.84,-0.503
DENN,Denny's Corporation,Services,Restaurants,USA,333569,20.45,-0.063
DEO,Diageo plc,Consumer Goods,Beverages - Wineries & Distillers,United Kingdom,187098,172.77,0.04
DERM,"Dermira, Inc.",Healthcare,Biotechnology,USA,328537,9.84,-0.40299999999999997
DES,WisdomTree U.S. SmallCap Dividend Fund,Financial,Exchange Traded Fund,USA,197151,27.09,-0.004
DESC,Xtrackers Russell 2000 Comprehensive Factor ETF,Financial,Exchange Traded Fund,USA,45,33.31,0.429
DESP,"Despegar.com, Corp.",Services,Lodging,Argentina,203782,13.57,0.27899999999999997
DEST,Destination Maternity Corporation,Services,Apparel Stores,USA,85359,1.2,-0.446
DEUR,Citigroup ETNs linked to the VelocityShares Daily 4X Long USD vs. EUR Index,Financial,Exchange Traded Fund,USA,401,32.33,-0.036000000000000004
DEUS,Xtrackers Russell 1000 Comprehensive Factor ETF,Financial,Exchange Traded Fund,USA,13714,34.15,-0.436
DEW,WisdomTree Global High Dividend Fund,Financial,Exchange Traded Fund,USA,23259,47.09,-0.39799999999999996
DEX,Delaware Enhanced Global Dividend and Income Fund,Financial,Closed-End Fund - Debt,USA,40084,9.97,0.7290000000000001
DEZU,iShares Adaptive Currency Hedged MSCI Eurozone ETF,Financial,Exchange Traded Fund,USA,0,27.42,-0.28
DF,Dean Foods Company,Consumer Goods,Dairy Products,USA,2693683,1.01,0.304
DFBH,DFB Healthcare Acquisitions Corp.,Conglomerates,Conglomerates,USA,0,10.14,0.6709999999999999
DFBHU,DFB Healthcare Acquisitions Corp.,Conglomerates,Conglomerates,USA,0,10.5,-0.177
DFE,WisdomTree Europe SmallCap Dividend Fund,Financial,Exchange Traded Fund,USA,38757,59.4,-0.687
DFEN,Direxion Daily Aerospace & Defense Bull 3X Shares Direxion Daily Aerospace,Financial,Exchange Traded Fund,USA,113695,54.79,0.32899999999999996
DFFN,Diffusion Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,21523,3.01,0.159
DFIN,"Donnelley Financial Solutions, Inc.",Services,Business Services,USA,113260,12.97,0.040999999999999995
DFJ,WisdomTree Japan SmallCap Dividend Fund,Financial,Exchange Traded Fund,USA,8318,67.33,0.42
DFND,Reality Shares Divcon Dividend Defender ETF,Financial,Exchange Traded Fund,USA,673,29.52,-0.35
DFNL,Davis Select Financial ETF,Financial,Exchange Traded Fund,USA,4120,23.03,-0.129
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,Financial,Closed-End Fund - Debt,USA,82618,24.95,0.025
DFRG,"Del Frisco's Restaurant Group, Inc.",Services,Restaurants,USA,568402,6.9,0.141
DFS,Discover Financial Services,Financial,Credit Services,USA,1395735,78.39,0.39799999999999996
DFVL,iPath US Treasury 5-year Bull ETN,Financial,Exchange Traded Fund,USA,6,71.98,-0.086
DG,Dollar General Corporation,Services,"Discount, Variety Stores",USA,1323417,138.81,-0.597
DGAZ,VelocityShares 3x Inverse Natural Gas ETN Linked to the S&P GSCI Natural Gas Index ER,Financial,Exchange Traded Fund,USA,809191,192.82,0.015
DGBP,Citigroup ETNs linked to the VelocityShares Daily 4X Long USD vs. GBP Index,Financial,Exchange Traded Fund,USA,15,30.38,-0.12300000000000001
DGICA,Donegal Group Inc.,Financial,Property & Casualty Insurance,USA,17114,14.79,-0.508
DGICB,Donegal Group Inc.,Financial,Property & Casualty Insurance,USA,0,15.55,-0.08
DGII,Digi International Inc.,Technology,Communication Equipment,USA,130325,12.04,-0.693
DGL,Invesco DB Gold Fund,Financial,Exchange Traded Fund,USA,4255,42.5,0.21899999999999997
DGLD,VelocityShares 3x Inverse Gold ETN Linked to the S&P GSCI Gold Index ER,Financial,Exchange Traded Fund,USA,186660,37.18,-0.084
DGLY,"Digital Ally, Inc.",Technology,Scientific & Technical Instruments,USA,400292,1.55,0.591
DGP,DB Gold Double Long ETN,Financial,Exchange Traded Fund,USA,59189,26.38,0.285
DGRE,WisdomTree Emerging Markets Quality Dividend Growth Fund,Financial,Exchange Traded Fund,USA,8144,24.8,-0.10400000000000001
DGRO,iShares Core Dividend Growth ETF,Financial,Exchange Traded Fund,USA,1474860,38.38,-0.251
DGRS,WisdomTree U.S. SmallCap Quality Dividend Growth Fund,Financial,Exchange Traded Fund,USA,19989,35.12,0.331
DGRW,WisdomTree U.S. Quality Dividend Growth Fund,Financial,Exchange Traded Fund,USA,200831,44.04,0.083
DGS,WisdomTree Emerging Markets SmallCap Dividend Fund,Financial,Exchange Traded Fund,USA,57547,47.22,-0.6990000000000001
DGSE,"DGSE Companies, Inc.",Services,Jewelry Stores,USA,254601,1.36,0.10099999999999999
DGT,SPDR Global Dow ETF,Financial,Exchange Traded Fund,USA,4017,86.05,0.765
DGX,Quest Diagnostics Incorporated,Healthcare,Medical Laboratories & Research,USA,919469,100.34,-0.8340000000000001
DGZ,DB Gold Short ETN,Financial,Exchange Traded Fund,USA,2967,13.39,0.708
DHDG,WisdomTree Dynamic Currency Hedged International Quality Dividend Growth Fund,Financial,Exchange Traded Fund,USA,1074,24.18,0.365
DHF,BNY Mellon High Yield Strategies Fund,Financial,Closed-End Fund - Debt,USA,103836,3.06,-0.092
DHI,"D.R. Horton, Inc.",Industrial Goods,Residential Construction,USA,3763836,45.69,0.195
DHIL,"Diamond Hill Investment Group, Inc.",Financial,Asset Management,USA,11323,139.51,0.597
DHR,Danaher Corporation,Industrial Goods,Diversified Machinery,USA,2052146,143.65,0.469
DHS,WisdomTree U.S. High Dividend Fund,Financial,Exchange Traded Fund,USA,26112,73.54,-0.045
DHT,"DHT Holdings, Inc.",Services,Shipping,Bermuda,697958,5.67,0.16399999999999998
DHX,"DHI Group, Inc.",Services,Staffing & Outsourcing Services,USA,329862,4.11,0.384
DHXM,DHX Media Ltd.,Services,Broadcasting - TV,Canada,220177,1.46,-0.031
DHY,"Credit Suisse High Yield Bond Fund, Inc.",Financial,Asset Management,USA,266020,2.49,0.298
DIA,SPDR Dow Jones Industrial Average ETF,Financial,Exchange Traded Fund,USA,3458914,268.08,0.26
DIAL,Columbia Diversified Fixed Income Allocation ETF,Financial,Exchange Traded Fund,USA,49762,20.38,-0.16899999999999998
DIAX,Nuveen Dow 30 Dynamic Overwrite Fund,Financial,Closed-End Fund - Equity,USA,56054,17.6,0.47100000000000003
DIG,ProShares Ultra Oil & Gas,Financial,Exchange Traded Fund,USA,248798,27.69,-0.179
DIM,WisdomTree International MidCap Dividend Fund,Financial,Exchange Traded Fund,USA,8948,62.79,-0.648
DIN,"Dine Brands Global, Inc.",Services,Restaurants,USA,200637,96.51,0.5589999999999999
DINT,Davis Select International ETF,Financial,Exchange Traded Fund,USA,2274,17.7,0.193
DIOD,Diodes Incorporated,Technology,Semiconductor - Integrated Circuits,USA,294640,33.78,0.8270000000000001
DIS,The Walt Disney Company,Services,Entertainment - Diversified,USA,7765881,142.02,-0.05
DISCA,"Discovery, Inc.",Services,CATV Systems,USA,3898938,30.93,0.064
DISCB,"Discovery, Inc.",Services,Entertainment - Diversified,USA,6776,33.49,0.35200000000000004
DISCK,"Discovery, Inc.",Services,CATV Systems,USA,4300690,28.41,0.331
DISH,DISH Network Corporation,Services,CATV Systems,USA,4272071,39.09,-0.122
DIT,AMCON Distributing Company,Services,Food Wholesale,USA,4,93.02,-0.223
DIV,Global X SuperDividend U.S. ETF,Financial,Exchange Traded Fund,USA,97307,22.69,0.5379999999999999
DIVA,AGFiQ Hedged Dividend Income Fund,Financial,Exchange Traded Fund,USA,1153,23.92,0.349
DIVB,iShares U.S. Dividend and Buyback ETF,Financial,Exchange Traded Fund,USA,1863,27.76,-0.20600000000000002
DIVC,C-Tracks Exchange-Traded Notes Miller/Howard Strategic Dividend Reinvestor,Financial,Exchange Traded Fund,USA,0,33.78,0.456
DIVO,Amplify CWP Enhanced Dividend Income ETF,Financial,Exchange Traded Fund,USA,5729,30.47,0.062
DIVY,Reality Shares DIVS ETF,Financial,Exchange Traded Fund,USA,6791,26.6,-0.001
DJCI,UBS ETRACS Bloomberg Commodity Index Total Return ETN,Financial,Exchange Traded Fund,USA,8720,14.72,0.57
DJCO,Daily Journal Corporation,Services,Publishing - Newspapers,USA,130,226.68,-0.37
DJD,Invesco Dow Jones Industrial Average Dividend ETF,Financial,Exchange Traded Fund,USA,10614,37.52,0.593
DJP,iPath Bloomberg Commodity Index Total Return(SM) ETN,Financial,Exchange Traded Fund,USA,128723,22.13,-0.078
DJPY,Citigroup ETNs linked to the VelocityShares Daily 4X Long USD vs. JPY Index,Financial,Exchange Traded Fund,USA,25,22.0,0.05
DK,"Delek US Holdings, Inc.",Basic Materials,Oil & Gas Refining & Marketing,USA,1430930,39.86,-0.483
DKL,"Delek Logistics Partners, LP",Basic Materials,Independent Oil & Gas,USA,17923,30.75,-0.017
DKS,"DICK'S Sporting Goods, Inc.",Services,Sporting Goods Stores,USA,2522786,33.95,-0.05
DL,China Distance Education Holdings Limited,Services,Education & Training Services,China,991,5.35,-0.147
DLA,"Delta Apparel, Inc.",Consumer Goods,Textile - Apparel Clothing,USA,24499,23.35,-0.107
DLB,"Dolby Laboratories, Inc.",Technology,Diversified Electronics,USA,494892,65.2,-0.337
