Ticker,Company,Sector,Industry,Country,Volume,Price,stak score
DLBR,VelocityShares Short LIBOR ETN,Financial,Exchange Traded Fund,USA,3639,26.74,0.131
DLBS,iPath US Treasury Long Bond Bear ETN,Financial,Exchange Traded Fund,USA,600,11.96,-0.32
DLHC,DLH Holdings Corp.,Services,Staffing & Outsourcing Services,USA,49947,5.06,-0.879
DLN,WisdomTree U.S. LargeCap Dividend Fund,Financial,Exchange Traded Fund,USA,57951,97.53,0.319
DLNG,Dynagas LNG Partners LP,Services,Shipping,Monaco,66731,1.47,0.147
DLPH,Delphi Technologies PLC,Consumer Goods,Auto Parts,United Kingdom,776500,18.55,0.456
DLPN,"Dolphin Entertainment, Inc.",Technology,Internet Information Providers,USA,3333,1.04,0.012
DLR,"Digital Realty Trust, Inc.",Financial,REIT - Office,USA,1118391,124.88,-0.8
DLS,WisdomTree International SmallCap Dividend Fund,Financial,Exchange Traded Fund,USA,476917,66.39,-0.6759999999999999
DLTH,Duluth Holdings Inc.,Services,Apparel Stores,USA,627865,13.99,0.08800000000000001
DLTR,"Dollar Tree, Inc.",Services,"Discount, Variety Stores",USA,1678168,110.79,0.215
DLX,Deluxe Corporation,Services,Business Services,USA,221278,42.34,-0.565
DMAC,DiaMedica Therapeutics Inc.,Healthcare,Biotechnology,USA,3714586,4.94,-0.079
DMB,"Dreyfus Municipal Bond Infrastructure Fund, Inc.",Financial,Asset Management,USA,39714,13.47,-0.622
DMF,"BNY Mellon Municipal Income, Inc.",Financial,Asset Management,USA,55793,8.5,0.512
DMLP,"Dorchester Minerals, L.P.",Financial,Diversified Investments,USA,29123,18.11,-0.264
DMO,Western Asset Mortgage Defined Opportunity Fund Inc.,Financial,Asset Management,USA,37796,21.8,0.664
DMPI,"DelMar Pharmaceuticals, Inc.",Healthcare,Biotechnology,Canada,39700,1.6,0.14400000000000002
DMRC,Digimarc Corporation,Technology,Information Technology Services,USA,227476,45.92,-0.342
DMRI,DeltaShares S&P International Managed Risk ETF,Financial,Exchange Traded Fund,USA,723,50.3,-0.544
DMRL,DeltaShares S&P 500 Managed Risk ETF,Financial,Exchange Traded Fund,USA,6236,57.29,0.038
DMRM,DeltaShares S&P 400 Managed Risk ETF,Financial,Exchange Traded Fund,USA,229,52.33,-0.018000000000000002
DMRS,DeltaShares S&P 600 Managed Risk ETF,Financial,Exchange Traded Fund,USA,513,53.07,0.205
DNBF,DNB Financial Corporation,Financial,Regional - Mid-Atlantic Banks,USA,9980,44.5,-0.094
DNI,Dividend and Income Fund,Financial,Closed-End Fund - Equity,USA,40875,11.52,0.107
DNJR,Golden Bull Limited,Financial,Credit Services,China,302274,4.08,0.445
DNKN,"Dunkin' Brands Group, Inc.",Services,Restaurants,USA,517301,79.94,-0.396
DNL,WisdomTree Global ex-U.S. Quality Dividend Growth Fund,Financial,Exchange Traded Fund,USA,10109,58.08,-0.23
DNLI,Denali Therapeutics Inc.,Healthcare,Biotechnology,USA,311883,20.3,0.08199999999999999
DNN,Denison Mines Corp.,Basic Materials,Industrial Metals & Minerals,Canada,492928,0.53,-0.081
DNOW,NOW Inc.,Basic Materials,Oil & Gas Equipment & Services,USA,435701,13.96,-0.377
DNP,DNP Select Income Fund Inc.,Financial,Closed-End Fund - Equity,USA,367116,11.79,0.27
DNR,Denbury Resources Inc.,Basic Materials,Independent Oil & Gas,USA,21758909,1.37,-0.223
DO,"Diamond Offshore Drilling, Inc.",Basic Materials,Oil & Gas Drilling & Exploration,USA,3265055,8.52,0.431
DOC,Physicians Realty Trust,Financial,REIT - Healthcare Facilities,USA,1269023,18.4,0.414
DOCU,"DocuSign, Inc.",Technology,Business Software & Services,USA,2727215,54.87,-0.336
DOG,ProShares Short Dow30,Financial,Exchange Traded Fund,USA,650575,53.3,0.298
DOGS,Arrow Dogs of the World ETF,Financial,Exchange Traded Fund,USA,2,50.01,-0.038
DOGZ,Dogness (International) Corporation,Consumer Goods,Personal Products,China,2504,2.55,0.042
DOL,WisdomTree International LargeCap Dividend Fund,Financial,Exchange Traded Fund,USA,20282,47.84,0.071
DOMO,"Domo, Inc.",Technology,Application Software,USA,491861,30.35,0.201
DON,WisdomTree U.S. MidCap Dividend Fund,Financial,Exchange Traded Fund,USA,215239,36.35,-0.157
DOO,WisdomTree International Dividend ex-Financials Fund,Financial,Exchange Traded Fund,USA,5630,41.6,0.21600000000000003
DOOO,BRP Inc.,Consumer Goods,Recreational Vehicles,Canada,16615,36.23,0.305
DOOR,Masonite International Corporation,Industrial Goods,General Building Materials,USA,124997,51.61,-0.085
DORM,"Dorman Products, Inc.",Consumer Goods,Auto Parts,USA,115784,88.4,0.115
DOV,Dover Corporation,Industrial Goods,Diversified Machinery,USA,853318,98.05,-0.581
DOVA,"Dova Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,229650,9.02,0.071
DOW,Dow Inc.,Basic Materials,Chemicals - Major Diversified,USA,4074398,48.93,0.248
DOX,Amdocs Limited,Technology,Business Software & Services,Channel Islands,704736,62.37,0.245
DPG,Duff & Phelps Global Utility Income Fund Inc.,Financial,Closed-End Fund - Equity,USA,330588,15.41,-0.5660000000000001
DPHCU,DiamondPeak Holdings Corp.,Conglomerates,Conglomerates,USA,8927,10.04,-0.17600000000000002
DPK,Direxion Daily MSCI Developed Markets Bear 3X Shares,Financial,Exchange Traded Fund,USA,3936,12.14,-0.49
DPLO,"Diplomat Pharmacy, Inc.",Healthcare,Drugs - Generic,USA,888772,5.02,-0.706
DPST,Direxion Daily Regional Banks Bull 3X Shares,Financial,Exchange Traded Fund,USA,47360,40.63,-0.092
DPW,"DPW Holdings, Inc.",Technology,Diversified Electronics,USA,1147071,0.14,0.196
DPZ,"Domino's Pizza, Inc.",Services,Restaurants,USA,646143,281.82,0.04
DQ,Daqo New Energy Corp.,Technology,Semiconductor Equipment & Materials,China,159109,43.01,0.6940000000000001
DRAD,Digirad Corporation,Healthcare,Medical Appliances & Equipment,USA,35011,7.0,-0.136
DRD,DRDGOLD Limited,Basic Materials,Gold,South Africa,503814,2.86,-0.201
DRE,Duke Realty Corporation,Financial,REIT - Industrial,USA,1578524,32.43,0.9470000000000001
DRH,DiamondRock Hospitality Company,Financial,REIT - Hotel/Motel,USA,1604554,10.41,-0.069
DRI,"Darden Restaurants, Inc.",Services,Restaurants,USA,3988749,118.67,-0.19
DRIO,DarioHealth Corp.,Healthcare,Medical Laboratories & Research,Israel,178144,0.49,0.26899999999999996
DRIP,Direxion Daily S&P Oil & Gas Exp. & Prod. Bear 3X Shares,Financial,Exchange Traded Fund,USA,3815054,12.76,0.24100000000000002
DRIV,Global X Autonomous & Electric Vehicles ETF,Financial,Exchange Traded Fund,USA,11742,13.34,-0.693
DRN,Direxion Daily MSCI Real Estate Bull 3X Shares,Financial,Exchange Traded Fund,USA,21794,28.55,-0.505
DRNA,"Dicerna Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,331025,15.44,-0.01
DRQ,"Dril-Quip, Inc.",Basic Materials,Oil & Gas Equipment & Services,USA,282673,44.83,-0.415
DRR,Market Vectors Double Short Euro ETN,Financial,Exchange Traded Fund,USA,2,61.88,-0.24
DRRX,DURECT Corporation,Healthcare,Drug Manufacturers - Other,USA,1549335,0.58,-0.551
DRUA,"Dominion Energy, Inc. ENHCD SUB NT16 A",Financial,Exchange Traded Fund,USA,70690,25.44,-0.19399999999999998
DRV,Direxion Daily MSCI Real Estate Bear 3X Shares,Financial,Exchange Traded Fund,USA,161538,5.95,0.373
DRW,WisdomTree Global ex-US Real Estate Fund,Financial,Exchange Traded Fund,USA,13177,31.96,0.02
DRYS,DryShips Inc.,Services,Shipping,Greece,190122,3.68,-0.111
DS,Drive Shack Inc.,Financial,REIT - Diversified,USA,176202,4.88,0.331
DSE,Duff & Phelps Select Energy MLP Fund Inc.,Financial,Asset Management,USA,66735,4.71,-0.8079999999999999
DSGX,The Descartes Systems Group Inc,Technology,Business Software & Services,Canada,124901,38.0,-0.03
DSI,iShares MSCI KLD 400 Social ETF,Financial,Exchange Traded Fund,USA,30632,110.12,0.166
DSKE,"Daseke, Inc.",Services,Trucking,USA,259831,3.81,0.23600000000000002
DSL,DoubleLine Income Solutions Fund,Financial,Closed-End Fund - Debt,USA,345904,20.44,0.7829999999999999
DSLV,VelocityShares 3x Inverse Silver ETN Linked to the S&P GSCI Silver Index ER,Financial,Exchange Traded Fund,USA,136363,27.75,-0.11599999999999999
DSM,"BNY Mellon Strategic Municipal Bond Fund, Inc.",Financial,Closed-End Fund - Debt,USA,46633,7.96,0.853
DSPG,"DSP Group, Inc.",Technology,Semiconductor - Integrated Circuits,USA,114151,14.66,-0.21600000000000003
DSS,"Document Security Systems, Inc.",Services,Business Services,USA,290475,0.47,-0.769
DSSI,Diamond S Shipping Inc.,Services,Shipping,USA,128255,11.65,-0.253
DSU,"BlackRock Debt Strategies Fund, Inc.",Financial,Closed-End Fund - Debt,USA,244546,10.76,-0.063
DSWL,"Deswell Industries, Inc.",Consumer Goods,Rubber & Plastics,Hong Kong,3449,2.9,0.27
DSX,Diana Shipping Inc.,Services,Shipping,Greece,84107,3.18,0.063
DTD,WisdomTree U.S. Total Dividend Fund,Financial,Exchange Traded Fund,USA,47150,97.9,0.43
DTE,DTE Energy Company,Utilities,Electric Utilities,USA,585761,131.18,-0.005
DTEA,DAVIDsTEA Inc.,Consumer Goods,Food - Major Diversified,Canada,98244,1.32,-0.57
DTEC,ALPS Disruptive Technologies ETF,Financial,Exchange Traded Fund,USA,26514,30.4,-0.198
DTF,DTF Tax-Free Income Inc.,Financial,Closed-End Fund - Debt,USA,12703,13.79,0.857
DTH,WisdomTree International High Dividend Fund,Financial,Exchange Traded Fund,USA,19587,40.97,-0.153
DTIL,"Precision BioSciences, Inc.",Healthcare,Biotechnology,USA,473242,15.05,0.39899999999999997
DTJ,DTE Energy Company JR SUB DEB 76,Financial,Exchange Traded Fund,USA,15515,25.9,0.5870000000000001
DTN,WisdomTree U.S. Dividend ex-Financials Fund,Financial,Exchange Traded Fund,USA,10119,85.65,0.444
DTO,DB Crude Oil Double Short ETN,Financial,Exchange Traded Fund,USA,3641,55.53,0.397
DTRM,"Determine, Inc.",Technology,Application Software,USA,0,0.18,0.195
DTUL,iPath US Treasury 2-year Bull ETN,Financial,Exchange Traded Fund,USA,7,65.01,-0.22
DTUS,iPath US Treasury 2-year Bear ETN,Financial,Exchange Traded Fund,USA,688,31.41,-0.023
DTV,DTE Energy Company CORPORATE UNIT,Utilities,Electric Utilities,USA,197534,57.43,0.415
DTW,DTE Energy Company JR SUB DB 2017 E,Financial,Exchange Traded Fund,USA,27430,25.67,0.26899999999999996
DTY,DTE Energy Company,Financial,Exchange Traded Fund,USA,15751,26.47,-0.35100000000000003
DTYL,iPath US Treasury 10-year Bull ETN,Financial,Exchange Traded Fund,USA,0,83.44,0.244
DTYS,iPath US Treasury 10-year Bear ETN,Financial,Exchange Traded Fund,USA,33970,12.48,0.327
DUC,Duff & Phelps Utility and Corporate Bond Trust Inc.,Financial,Closed-End Fund - Debt,USA,25304,8.74,-0.275
DUG,ProShares UltraShort Oil & Gas,Financial,Exchange Traded Fund,USA,57514,39.45,0.575
DUK,Duke Energy Corporation,Utilities,Electric Utilities,USA,2398151,88.58,0.15
DUKH,Duke Energy Corporation JR SUB DEB 73,Financial,Exchange Traded Fund,USA,22498,25.32,0.6859999999999999
DUSA,Davis Select U.S. Equity ETF,Financial,Exchange Traded Fund,USA,2258,23.44,0.248
DUSL,Direxion Daily Industrials Bull 3X Shares Direxion Daily Industrials Bull 3,Financial,Exchange Traded Fund,USA,3942,33.05,0.8320000000000001
DUST,Direxion Daily Gold Miners Index Bear 3X Shares,Financial,Exchange Traded Fund,USA,14367206,12.26,0.584
DVA,DaVita Inc.,Healthcare,Specialized Health Services,USA,2970662,52.41,0.33799999999999997
DVAX,Dynavax Technologies Corporation,Healthcare,Biotechnology,USA,935012,3.96,-0.847
DVCR,"Diversicare Healthcare Services, Inc.",Healthcare,Long-Term Care Facilities,USA,30016,3.65,0.18600000000000003
DVD,"Dover Motorsports, Inc.",Services,Sporting Activities,USA,59774,1.97,0.604
DVEM,WisdomTree Emerging Markets Dividend Fund,Financial,Exchange Traded Fund,USA,3670,31.76,-0.22699999999999998
DVHL,UBS ETRACS Monthly Pay 2xLeveraged Diversified High Income ETN,Financial,Exchange Traded Fund,USA,3012,17.94,-0.306
DVLU,First Trust Dorsey Wright Momentum & Value ETF,Financial,Exchange Traded Fund,USA,5275,18.28,-0.7929999999999999
DVN,Devon Energy Corporation,Basic Materials,Independent Oil & Gas,USA,7266166,28.07,0.004
DVOL,First Trust Dorsey Wright Momentum & Low Volatility ETF,Financial,Exchange Traded Fund,USA,49715,21.86,0.077
DVP,Deep Value ETF,Financial,Exchange Traded Fund,USA,99692,30.38,-0.13699999999999998
DVY,iShares Select Dividend ETF,Financial,Exchange Traded Fund,USA,566377,99.04,0.595
DVYA,iShares Asia/Pacific Dividend ETF,Financial,Exchange Traded Fund,USA,1271,44.02,-0.6859999999999999
DVYE,iShares Emerging Markets Dividend ETF,Financial,Exchange Traded Fund,USA,57361,40.56,0.065
DVYL,UBS ETRACS Monthly Pay 2xLeveraged Dow Jones Select Dividend Index ETN,Financial,Exchange Traded Fund,USA,2862,68.24,0.02
DWAQ,Invesco DWA NASDAQ Momentum ETF,Financial,Exchange Traded Fund,USA,7311,119.93,-0.242
DWAS,Invesco DWA SmallCap Momentum ETF,Financial,Exchange Traded Fund,USA,7280,53.82,0.003
DWAT,Arrow DWA Tactical ETF,Financial,Exchange Traded Fund,USA,1825,11.24,0.47
DWCR,Arrow DWA Country Rotation ETF,Financial,Exchange Traded Fund,USA,14,27.54,0.445
DWFI,SPDR Dorsey Wright Fixed Income Allocation ETF,Financial,Exchange Traded Fund,USA,17032,23.45,-0.473
DWIN,Invesco DWA Tactical Multi-Asset Income ETF,Financial,Exchange Traded Fund,USA,12260,25.51,0.257
DWLD,Davis Select Worldwide ETF,Financial,Exchange Traded Fund,USA,26936,23.23,-0.069
DWM,WisdomTree International Equity Fund,Financial,Exchange Traded Fund,USA,34773,51.76,0.021
DWMC,AdvisorShares Dorsey Wright Micro-Cap ETF,Financial,Exchange Traded Fund,USA,200,22.92,-0.18100000000000002
DWPP,First Trust Dorsey Wright People's Portfolio ETF,Financial,Exchange Traded Fund,USA,3284,31.02,-0.315
DWSH,AdvisorShares Dorsey Wright Short ETF,Financial,Exchange Traded Fund,USA,30467,25.5,-0.596
DWSN,Dawson Geophysical Company,Basic Materials,Oil & Gas Equipment & Services,USA,41016,2.31,-0.042
DWT,VelocityShares 3x Inverse Crude Oil ETNs linked to the S&P GSCI Crude Oil Index ER New,Financial,Exchange Traded Fund,USA,17667262,6.92,0.289
DWTR,Invesco DWA Tactical Sector Rotation ETF,Financial,Exchange Traded Fund,USA,9220,31.65,0.214
DWX,SPDR S&P International Dividend ETF,Financial,Exchange Traded Fund,USA,40071,39.99,-0.72
DX,"Dynex Capital, Inc.",Financial,REIT - Residential,USA,708376,5.58,-0.5760000000000001
DXC,DXC Technology Company,Technology,Information Technology Services,USA,3882630,54.41,0.024
DXCM,"DexCom, Inc.",Healthcare,Medical Laboratories & Research,USA,924406,155.66,-0.562
DXD,ProShares UltraShort Dow30,Financial,Exchange Traded Fund,USA,1305683,26.44,-0.20600000000000002
DXF,Dunxin Financial Holdings Limited,Financial,Credit Services,China,350,2.13,-0.758
DXGE,WisdomTree Germany Hedged Equity Fund,Financial,Exchange Traded Fund,USA,2655,30.13,0.36700000000000005
DXJ,WisdomTree Japan Hedged Equity Fund,Financial,Exchange Traded Fund,USA,639983,49.04,0.475
DXJS,WisdomTree Japan Hedged SmallCap Equity Fund,Financial,Exchange Traded Fund,USA,8563,38.0,-0.054000000000000006
DXLG,"Destination XL Group, Inc.",Services,Apparel Stores,USA,61931,1.73,-0.12300000000000001
DXPE,"DXP Enterprises, Inc.",Services,Industrial Equipment Wholesale,USA,25262,35.85,-0.066
DXR,Daxor Corporation,Healthcare,Medical Instruments & Supplies,USA,2842,8.12,0.22699999999999998
DXYN,"The Dixie Group, Inc.",Industrial Goods,Textile Industrial,USA,63268,0.69,-0.102
DY,"Dycom Industries, Inc.",Industrial Goods,Heavy Construction,USA,326378,57.3,0.428
DYB,WisdomTree Dynamic Bearish U.S. Equity Fund,Financial,Exchange Traded Fund,USA,1649,21.47,-0.14300000000000002
DYLS,WisdomTree Dynamic Long/Short U.S. Equity Fund,Financial,Exchange Traded Fund,USA,81688,27.43,-0.439
DYNT,Dynatronics Corporation,Healthcare,Medical Appliances & Equipment,USA,11966,1.64,-0.644
DYSL,Dynasil Corporation of America,Technology,Scientific & Technical Instruments,USA,61341,0.93,-0.593
DZK,Direxion Daily MSCI Developed Markets Bull 3X Shares,Financial,Exchange Traded Fund,USA,2588,64.58,0.262
DZSI,"DASAN Zhone Solutions, Inc.",Technology,Communication Equipment,USA,30304,12.72,0.627
DZZ,DB Gold Double Short ETN,Financial,Exchange Traded Fund,USA,23030,5.06,0.361
E,Eni S.p.A.,Basic Materials,Major Integrated Oil & Gas,Italy,341634,32.4,-0.205
EA,Electronic Arts Inc.,Technology,Multimedia & Graphics Software,USA,2541762,93.19,-0.929
EAD,Wells Fargo Advantage Funds - Wells Fargo Income Opportunities Fund,Financial,Asset Management,USA,307277,8.12,-0.44299999999999995
EAF,GrafTech International Ltd.,Industrial Goods,Diversified Machinery,USA,1540017,11.38,0.341
EAI,"Entergy Arkansas, Inc. 1M BD 4.875%66",Financial,Exchange Traded Fund,USA,15107,25.41,0.467
EARN,Ellington Residential Mortgage REIT,Financial,REIT - Residential,USA,59082,10.99,0.213
EARS,Auris Medical Holding Ltd.,Healthcare,Biotechnology,Switzerland,173351,2.88,0.16399999999999998
EASI,Amplify EASI Tactical Growth ETF,Financial,Exchange Traded Fund,USA,9117,25.36,-0.48100000000000004
EAST,"Eastside Distilling, Inc.",Consumer Goods,Beverages - Wineries & Distillers,USA,65839,4.47,-0.28600000000000003
EAT,"Brinker International, Inc.",Services,Restaurants,USA,1052823,38.23,0.059000000000000004
EB,"Eventbrite, Inc.",Technology,Application Software,USA,1149322,16.57,-0.38
EBAY,eBay Inc.,Services,"Specialty Retail, Other",USA,11821348,39.92,-0.76
EBAYL,eBay Inc. NT 56,Services,"Specialty Retail, Other",USA,72773,26.39,0.14
EBF,"Ennis, Inc.",Consumer Goods,Office Supplies,USA,126944,19.29,0.337
EBIX,"Ebix, Inc.",Technology,Business Software & Services,USA,464369,47.15,0.552
EBIZ,Global X E-commerce ETF,Financial,Exchange Traded Fund,USA,2471,18.51,-0.7020000000000001
EBMT,"Eagle Bancorp Montana, Inc.",Financial,Regional - Pacific Banks,USA,3416,16.55,0.028999999999999998
EBND,SPDR Bloomberg Barclays Emerging Markets Local Bond ETF,Financial,Exchange Traded Fund,USA,107121,27.69,0.055999999999999994
EBR,Centrais Eletricas Brasileiras S.A. - Eletrobras,Utilities,Electric Utilities,Brazil,259670,9.3,0.254
EBR-B,Centrais Eletricas Brasileiras S.A. - Eletrobras,Utilities,Electric Utilities,Brazil,1480,9.38,-0.616
EBS,Emergent BioSolutions Inc.,Healthcare,Biotechnology,USA,293687,46.46,0.802
EBSB,"Meridian Bancorp, Inc.",Financial,Savings & Loans,USA,122702,17.6,0.858
EBTC,"Enterprise Bancorp, Inc.",Financial,Savings & Loans,USA,5412,29.07,-0.37200000000000005
EC,Ecopetrol S.A.,Basic Materials,Major Integrated Oil & Gas,Colombia,939380,18.58,-0.335
ECA,Encana Corporation,Basic Materials,Major Integrated Oil & Gas,Canada,28680915,4.96,0.88
ECC,Eagle Point Credit Company Inc.,Financial,Closed-End Fund - Debt,USA,153101,17.98,-0.096
ECCA,Eagle Point Credit Company Inc.,Financial,Asset Management,USA,1402,25.46,-0.067
ECCB,Eagle Point Credit Company Inc.,Financial,Asset Management,USA,400,26.33,-0.595
ECCX,Eagle Point Credit Company Inc. 6.6875% NT 28,Financial,Exchange Traded Fund,USA,1300,25.55,-0.465
ECCY,Eagle Point Credit Company Inc. 6.75% NT DE 2027,Financial,Exchange Traded Fund,USA,3,25.52,-0.677
ECF,Ellsworth Growth and Income Fund Ltd.,Financial,Asset Management,USA,36323,10.17,-0.401
ECH,iShares MSCI Chile Capped ETF,Financial,Exchange Traded Fund,USA,381171,40.28,0.158
ECHO,"Echo Global Logistics, Inc.",Services,Trucking,USA,157937,20.15,-0.034
ECL,Ecolab Inc.,Basic Materials,Specialty Chemicals,USA,1467947,192.36,-0.386
ECNS,iShares MSCI China Small-Cap ETF,Financial,Exchange Traded Fund,USA,5316,42.05,-0.055999999999999994
ECOL,"US Ecology, Inc.",Industrial Goods,Waste Management,USA,159259,64.64,-0.32799999999999996
ECOM,ChannelAdvisor Corporation,Technology,Application Software,USA,84299,9.3,-0.615
ECON,Columbia Emerging Markets Consumer ETF,Financial,Exchange Traded Fund,USA,85261,22.85,0.7340000000000001
ECOR,"electroCore, Inc.",Healthcare,Medical Instruments & Supplies,USA,368029,1.99,-0.225
ECPG,"Encore Capital Group, Inc.",Financial,Asset Management,USA,168883,34.8,0.177
ECT,ECA Marcellus Trust I,Basic Materials,Oil & Gas Drilling & Exploration,USA,13455,1.79,0.433
ED,"Consolidated Edison, Inc.",Utilities,Electric Utilities,USA,2382883,88.88,-0.54
EDAP,EDAP TMS S.A.,Healthcare,Medical Appliances & Equipment,France,41868,2.65,0.773
EDC,Direxion Daily MSCI Emerging Markets Bull 3X Shares,Financial,Exchange Traded Fund,USA,306528,78.61,-0.028999999999999998
